Campaign_Id,Reach,Frequency,Click,Lead,Product,Cost,Revenue,Channel_Id,Date,Campaign Goal,Duration,Target_Audience_Id
CAMP_0461,7231,"3,13",651,62,30,"72310,66","201841,13",CHAN_001,1/23/2024,Lead Generation,41,TA_009
CAMP_0462,4028,"6,22",363,62,4,"40285,14","130766,52",CHAN_002,10/11/2024,Brand Awareness,85,TA_010
CAMP_0463,5566,"6,09",501,324,98,"55635,57","104050,66",CHAN_002,8/26/2024,Brand Awareness,43,TA_001
CAMP_0464,10603,"2,3",954,305,120,"106050,43","224740,13",CHAN_001,2/1/2024,Brand Awareness,67,TA_005
CAMP_0465,4703,"0,74",424,188,12,"47064,26",101846,CHAN_003,2/24/2024,Brand Awareness,42,TA_010
CAMP_0466,6891,"4,7",620,62,30,"68882,13","238949,37",CHAN_003,3/7/2024,Sales,17,TA_003
CAMP_0467,1614,"2,39",145,158,30,"16129,64","48905,02",CHAN_002,8/27/2024,Brand Awareness,27,TA_002
CAMP_0468,2620,"4,27",236,188,12,"26181,44","45407,85",CHAN_001,6/4/2024,Lead Generation,81,TA_004
CAMP_0469,1369,"3,93",123,43,21,"13714,09","24284,31",CHAN_001,11/5/2024,Brand Awareness,10,TA_008
CAMP_0470,248,"3,46",22,482,120,"2493,47","7740,25",CHAN_003,7/1/2024,Brand Awareness,75,TA_004
CAMP_0471,4856,"5,49",437,495,130,"48544,76","134452,36",CHAN_001,6/11/2024,Lead Generation,24,TA_007
CAMP_0472,6085,"3,63",548,273,59,"60856,27","118756,02",CHAN_003,10/19/2024,Brand Awareness,25,TA_006
CAMP_0473,5144,"6,28",463,305,120,"51427,84","161306,41",CHAN_003,9/27/2024,Brand Awareness,87,TA_010
CAMP_0474,7860,"4,52",708,12,9,"78622,25","220123,12",CHAN_001,1/11/2024,Lead Generation,75,TA_004
CAMP_0475,10893,"4,87",980,62,4,"108933,51","207496,67",CHAN_002,6/10/2024,Brand Awareness,49,TA_008
CAMP_0476,11622,"3,83",1046,318,100,"116258,08","373683,11",CHAN_002,8/7/2024,Brand Awareness,87,TA_006
CAMP_0477,3755,"1,63",338,324,98,"37557,91","74396,55",CHAN_003,2/4/2024,Brand Awareness,76,TA_002
CAMP_0478,473,"5,22",43,158,30,"4753,18","13988,38",CHAN_003,6/23/2024,Lead Generation,16,TA_002
CAMP_0479,10811,"4,45",973,62,4,"108154,3","236189,58",CHAN_001,3/25/2024,Lead Generation,63,TA_004
CAMP_0480,7527,"5,4",677,248,100,"75271,65","183802,63",CHAN_002,9/6/2024,Brand Awareness,87,TA_009
CAMP_0481,579,"3,74",52,273,59,"5766,15","15854,9",CHAN_002,6/7/2024,Brand Awareness,83,TA_007
CAMP_0482,9743,"5,45",877,158,30,"97401,21","337241,84",CHAN_001,1/30/2024,Sales,66,TA_006
CAMP_0483,835,"3,51",75,482,120,"8337,54","28641,46",CHAN_003,2/6/2024,Sales,53,TA_002
CAMP_0484,9476,"5,38",853,273,59,"94751,89","326520,82",CHAN_002,11/16/2024,Brand Awareness,87,TA_004
CAMP_0485,8326,"1,89",750,62,4,"83297,51","261950,37",CHAN_001,4/21/2024,Brand Awareness,14,TA_001
CAMP_0486,5020,"1,66",452,21,8,"50181,1","120006,93",CHAN_002,6/13/2024,Brand Awareness,24,TA_003
CAMP_0487,741,"4,97",67,188,12,"7402,49","15634,93",CHAN_002,10/16/2024,Lead Generation,73,TA_009
CAMP_0488,2511,"1,68",226,12,9,"25090,55","82174,12",CHAN_001,1/20/2024,Brand Awareness,40,TA_005
CAMP_0489,5756,"3,03",518,73,32,"57583,59","126620,92",CHAN_001,7/21/2024,Sales,42,TA_008
CAMP_0490,6861,"3,21",618,212,77,"68648,37","244835,09",CHAN_001,8/18/2024,Sales,13,TA_007
CAMP_0491,10234,"3,05",921,375,300,"102310,23","234142,94",CHAN_001,7/25/2024,Lead Generation,57,TA_010
CAMP_0492,1188,"4,38",107,324,98,"11843,99","40366,7",CHAN_002,10/15/2024,Lead Generation,79,TA_001
CAMP_0493,4959,"4,93",446,375,300,"49557,73","105796,17",CHAN_003,3/30/2024,Lead Generation,88,TA_005
CAMP_0494,9814,"2,92",883,43,21,"98102,49","263992,1",CHAN_002,2/28/2024,Brand Awareness,26,TA_009
CAMP_0495,9465,"5,4",852,12,9,"94673,97","283836,27",CHAN_003,3/3/2024,Sales,83,TA_002
CAMP_0496,1370,"0,66",123,495,130,"13714,09","40128,27",CHAN_002,5/10/2024,Lead Generation,68,TA_002
CAMP_0497,8564,"5,22",771,212,77,"85635,14","218524,26",CHAN_002,6/28/2024,Brand Awareness,76,TA_003
CAMP_0498,6471,"2,18",582,158,30,"64674,4","153771,26",CHAN_001,3/26/2024,Sales,88,TA_002
CAMP_0499,11381,"3,11",1025,43,21,"113842,53","390175,44",CHAN_002,8/30/2024,Sales,33,TA_002
CAMP_0500,8388,"5,2",755,62,4,"83842,96",296080,CHAN_003,12/11/2024,Lead Generation,7,TA_009
CAMP_0501,7487,"0,87",674,324,98,"74882,05","174879,52",CHAN_001,4/21/2024,Brand Awareness,30,TA_001
CAMP_0502,10549,"4,89",950,73,32,"105504,99","234725,99",CHAN_001,1/7/2024,Brand Awareness,81,TA_008
CAMP_0503,11081,"1,15",997,73,32,"110803,61","274376,82",CHAN_003,10/19/2024,Brand Awareness,40,TA_001
CAMP_0504,6996,"1,61",630,43,21,"69973,03","231543,53",CHAN_002,12/6/2024,Lead Generation,12,TA_006
CAMP_0505,5016,"1,89",452,135,13,"50181,1","105664,38",CHAN_003,2/12/2024,Lead Generation,71,TA_001
CAMP_0506,5958,"5,76",536,73,32,"59609,54","168135,58",CHAN_002,11/22/2024,Sales,64,TA_001
CAMP_0507,9819,"3,19",884,62,30,"98180,42","290386,13",CHAN_001,11/16/2024,Brand Awareness,81,TA_002
CAMP_0508,4287,"4,23",386,188,12,"42856,53","133570,57",CHAN_001,3/24/2024,Sales,8,TA_008
CAMP_0509,3684,"5,1",332,212,77,"36856,62","86986,96",CHAN_001,6/11/2024,Lead Generation,68,TA_005
CAMP_0510,8519,"4,29",767,324,98,"85167,61","284003,18",CHAN_001,7/23/2024,Lead Generation,83,TA_007
CAMP_0511,5405,"5,16",487,248,100,"54077,15","171317,46",CHAN_002,2/28/2024,Lead Generation,85,TA_009
CAMP_0512,4867,"3,42",438,21,8,"48700,6","110073,42",CHAN_001,9/21/2024,Brand Awareness,87,TA_009
CAMP_0513,5062,"5,25",456,158,30,"50648,63","127134,38",CHAN_001,12/17/2024,Sales,78,TA_001
CAMP_0514,3435,"5,87",309,158,30,"34363,15","70606,54",CHAN_001,2/1/2024,Brand Awareness,23,TA_009
CAMP_0515,7480,"3,94",673,273,59,"74804,13","240609,71",CHAN_001,1/6/2024,Lead Generation,9,TA_006
CAMP_0516,9761,"2,72",879,305,120,"97634,97","205309,72",CHAN_001,6/26/2024,Sales,47,TA_001
CAMP_0517,1509,"1,11",136,273,59,"15116,67","34122,39",CHAN_001,12/14/2024,Lead Generation,25,TA_004
CAMP_0518,666,"2,98",60,132,90,"6701,2","12759,95",CHAN_001,8/13/2024,Sales,67,TA_003
CAMP_0519,11610,"5,24",1045,375,300,"116102,24","241832,54",CHAN_001,2/16/2024,Sales,32,TA_002
CAMP_0520,7248,"2,75",652,132,90,"72466,5","156657,35",CHAN_003,7/29/2024,Sales,26,TA_009
CAMP_0521,1448,"2,49",130,73,32,"14493,3","45929,68",CHAN_003,8/20/2024,Brand Awareness,64,TA_003
CAMP_0522,10661,"1,8",959,495,130,"106595,88","253448,99",CHAN_001,1/12/2024,Brand Awareness,45,TA_009
CAMP_0523,9006,"0,86",811,21,8,"90076,64","260328,27",CHAN_003,8/14/2024,Sales,85,TA_002
CAMP_0524,9211,"5,4",829,305,120,"92102,58","278668,92",CHAN_002,2/23/2024,Lead Generation,67,TA_009
CAMP_0525,8551,"5,74",769,273,59,"85479,3","286842,62",CHAN_003,9/10/2024,Lead Generation,17,TA_001
CAMP_0526,10452,"3,13",940,495,130,"104492,01","303496,09",CHAN_002,6/7/2024,Brand Awareness,59,TA_002
CAMP_0527,4326,"4,95",389,482,120,"43246,14","106390,1",CHAN_003,5/13/2024,Lead Generation,23,TA_010
CAMP_0528,11059,"4,91",995,495,130,"110569,85","278596,56",CHAN_001,3/16/2024,Brand Awareness,69,TA_001
CAMP_0529,4514,"6,52",406,158,30,"45116,24","161706,5",CHAN_001,11/9/2024,Brand Awareness,42,TA_004
CAMP_0530,10145,"2,1",913,305,120,"101453,1","239108,11",CHAN_003,5/15/2024,Sales,38,TA_002
CAMP_0531,7370,"5,73",663,73,32,"73713,23","157596,67",CHAN_003,6/25/2024,Lead Generation,15,TA_005
CAMP_0532,10319,"2,66",929,21,8,"103167,36","352329,81",CHAN_002,4/3/2024,Sales,67,TA_004
CAMP_0533,8627,"1,45",776,212,77,"86258,51","242383,63",CHAN_003,8/24/2024,Lead Generation,18,TA_010
CAMP_0534,5045,"3,21",454,482,120,"50492,79","156183,78",CHAN_001,7/10/2024,Sales,74,TA_005
CAMP_0535,7835,"0,91",705,132,90,"78388,49","151575,31",CHAN_001,12/13/2024,Brand Awareness,58,TA_003
CAMP_0536,4636,"3,35",417,21,8,"46362,97","154132,43",CHAN_003,7/22/2024,Lead Generation,16,TA_004
CAMP_0537,7146,"1,76",643,318,100,"71453,52","128265,83",CHAN_002,11/19/2024,Sales,43,TA_001
CAMP_0538,373,"1,62",34,482,120,"3740,21","7618,42",CHAN_001,8/16/2024,Brand Awareness,59,TA_008
CAMP_0539,3528,"2,32",318,318,100,"35298,2","102638,76",CHAN_003,7/19/2024,Lead Generation,63,TA_009
CAMP_0540,7603,"1,78",684,158,30,"76050,86","257836,29",CHAN_002,5/8/2024,Lead Generation,76,TA_007
CAMP_0541,9573,"3,28",862,62,4,"95764,87","223490,26",CHAN_001,3/13/2024,Brand Awareness,16,TA_004
CAMP_0542,6995,"1,74",630,21,8,"69973,03","240630,99",CHAN_001,1/12/2024,Lead Generation,48,TA_001
CAMP_0543,3963,"5,21",357,132,90,"39661,77","75293,03",CHAN_003,9/20/2024,Sales,32,TA_004
CAMP_0544,7056,"0,8",635,158,30,"70596,39","124755,39",CHAN_001,1/19/2024,Lead Generation,65,TA_003
CAMP_0545,8191,"5,48",737,12,9,"81894,93","195058,11",CHAN_001,11/2/2024,Brand Awareness,17,TA_001
CAMP_0546,4329,"3,47",390,433,140,"43324,06","133916,88",CHAN_001,5/16/2024,Brand Awareness,49,TA_009
CAMP_0547,4358,"5,07",392,495,130,"43557,82","78085,75",CHAN_003,11/28/2024,Brand Awareness,81,TA_002
CAMP_0548,2820,"4,08",254,324,98,"28207,39","50843,01",CHAN_002,11/10/2024,Lead Generation,53,TA_009
CAMP_0549,10387,"2,77",935,324,98,"103868,65","231613,95",CHAN_001,3/30/2024,Sales,63,TA_007
CAMP_0550,408,"3,8",36,248,100,"4051,89","12276,63",CHAN_003,11/30/2024,Brand Awareness,34,TA_009
CAMP_0551,11426,"2,64",1028,305,120,"114232,13","288349,11",CHAN_003,11/2/2024,Lead Generation,70,TA_002
CAMP_0552,1103,"2,71",100,73,32,"11064,78","19875,47",CHAN_003,11/20/2024,Lead Generation,28,TA_008
CAMP_0553,10365,"3,89",933,324,98,"103634,88","346553,4",CHAN_003,3/26/2024,Sales,19,TA_005
CAMP_0554,2819,"5,18",254,73,32,"28207,39","59927,7",CHAN_003,1/6/2024,Brand Awareness,56,TA_001
CAMP_0555,8977,"3,15",808,132,90,"89764,95","178074,83",CHAN_003,2/25/2024,Brand Awareness,45,TA_008
CAMP_0556,869,"4,51",78,62,30,"8649,23","19966,81",CHAN_002,9/24/2024,Brand Awareness,65,TA_002
CAMP_0557,4357,"5,55",392,132,90,"43557,82","121129,89",CHAN_003,6/29/2024,Lead Generation,82,TA_005
CAMP_0558,8595,"6,1",774,318,100,"85946,82","281411,03",CHAN_002,11/12/2024,Sales,71,TA_004
CAMP_0559,1326,"6,45",119,188,12,"13246,56","41368,81",CHAN_003,4/1/2024,Lead Generation,58,TA_001
CAMP_0560,2907,"0,67",262,135,13,"29064,52","88985,52",CHAN_003,11/5/2024,Sales,34,TA_004
CAMP_0561,3810,"5,88",343,188,12,"38103,35","90772,24",CHAN_003,9/5/2024,Brand Awareness,68,TA_004
CAMP_0562,1168,"4,91",105,158,30,"11688,14","24237,82",CHAN_001,1/23/2024,Brand Awareness,38,TA_007
CAMP_0563,7631,"2,6",687,43,21,"76284,62","264677,28",CHAN_002,8/12/2024,Brand Awareness,76,TA_001
CAMP_0564,250,"4,75",22,248,100,"2493,47","4651,36",CHAN_002,6/10/2024,Sales,41,TA_008
CAMP_0565,5776,"4,63",520,375,300,"57739,43","158393,48",CHAN_002,4/22/2024,Sales,83,TA_001
CAMP_0566,8097,"4,78",729,188,12,"80959,88","228159,71",CHAN_003,4/9/2024,Brand Awareness,32,TA_001
CAMP_0567,670,"3,06",60,212,77,"6701,2","12689,63",CHAN_003,3/17/2024,Sales,33,TA_008
CAMP_0568,7622,"4,23",686,73,32,"76206,7","132991,6",CHAN_001,7/2/2024,Brand Awareness,15,TA_003
CAMP_0569,6652,"4,44",599,188,12,"66544,5","192612,47",CHAN_003,9/9/2024,Sales,42,TA_010
CAMP_0570,4153,"3,8",374,375,300,"41531,87","87091,4",CHAN_003,4/26/2024,Sales,63,TA_009
CAMP_0571,3037,"2,8",274,248,100,"30389,18","68238,59",CHAN_003,10/16/2024,Brand Awareness,67,TA_009
CAMP_0572,11174,"3,61",1006,324,98,"111738,66","339544,81",CHAN_003,6/7/2024,Sales,50,TA_006
CAMP_0573,7203,"2,6",648,305,120,"71998,97","125448,75",CHAN_003,9/8/2024,Sales,56,TA_003
CAMP_0574,1955,"4,02",176,324,98,"19558,16","54731,56",CHAN_003,10/16/2024,Sales,15,TA_009
CAMP_0575,9186,"4,26",827,21,8,"91868,82","236861,46",CHAN_002,4/12/2024,Sales,47,TA_008
CAMP_0576,5721,"5,87",515,158,30,"57193,99","172748,59",CHAN_001,1/8/2024,Brand Awareness,20,TA_002
CAMP_0577,7996,"2,74",720,212,77,"79946,91","271634,57",CHAN_003,9/10/2024,Lead Generation,71,TA_003
CAMP_0578,7499,"0,82",675,12,9,"74959,97","170978,5",CHAN_001,2/14/2024,Lead Generation,83,TA_010
CAMP_0579,741,1,67,135,13,"7402,49","14784,62",CHAN_001,10/14/2024,Lead Generation,60,TA_006
CAMP_0580,9237,"5,35",831,43,21,"92336,34","318855,89",CHAN_003,6/18/2024,Sales,38,TA_001
CAMP_0581,1553,"2,16",140,212,77,"15506,27","40040,01",CHAN_003,2/26/2024,Lead Generation,46,TA_001
CAMP_0582,1799,"2,67",162,318,100,"17999,74","34490,42",CHAN_003,1/24/2024,Lead Generation,87,TA_001
CAMP_0583,10975,"4,29",987,135,13,"109712,72","386179,14",CHAN_003,6/26/2024,Lead Generation,23,TA_001
CAMP_0584,10321,"6,5",929,21,8,"103245,28","287199,58",CHAN_002,11/18/2024,Lead Generation,28,TA_007
CAMP_0585,3344,"4,08",301,12,9,"33428,09","59329,77",CHAN_003,5/14/2024,Sales,17,TA_001
CAMP_0586,4767,"1,79",429,12,9,"47687,63","113460,03",CHAN_002,12/4/2024,Lead Generation,31,TA_005
CAMP_0587,8917,"2,89",802,248,100,"89141,58","243367,31",CHAN_002,6/11/2024,Sales,64,TA_006
CAMP_0588,6810,"5,6",613,158,30,"68102,92","193024,88",CHAN_003,5/10/2024,Lead Generation,58,TA_007
CAMP_0589,920,"6,19",83,318,100,"9194,67","29197,31",CHAN_003,12/25/2024,Brand Awareness,49,TA_004
CAMP_0590,7385,"3,38",665,318,100,"73869,07","148109,92",CHAN_002,8/15/2024,Brand Awareness,21,TA_008
CAMP_0591,1632,"1,24",147,305,120,"16285,48","44347,1",CHAN_002,7/26/2024,Sales,63,TA_005
CAMP_0592,5716,"1,94",515,248,100,"57193,99","205452,78",CHAN_003,2/26/2024,Lead Generation,66,TA_002
CAMP_0593,8196,"3,13",738,495,130,"81972,85","188384,97",CHAN_001,10/8/2024,Lead Generation,78,TA_010
CAMP_0594,7768,"4,18",699,21,8,"77687,2","263882,76",CHAN_003,8/6/2024,Brand Awareness,13,TA_003
CAMP_0595,1098,"5,52",99,188,12,"10986,86","20436,09",CHAN_003,4/17/2024,Brand Awareness,49,TA_003
CAMP_0596,9751,"0,74",877,132,90,"97479,13","246045,9",CHAN_003,8/26/2024,Lead Generation,87,TA_008
CAMP_0597,5170,"1,88",465,495,130,"51661,6","171035,3",CHAN_003,4/5/2024,Sales,66,TA_009
CAMP_0598,7982,"5,4",718,62,4,"79791,07","138019,19",CHAN_001,5/27/2024,Sales,62,TA_004
CAMP_0599,2857,"2,78",257,324,98,"28596,99","81095,54",CHAN_001,6/29/2024,Brand Awareness,84,TA_001
CAMP_0600,5538,"4,91",499,73,32,"55401,81","129396,6",CHAN_002,4/15/2024,Brand Awareness,49,TA_005
CAMP_0601,2655,"6,53",239,212,77,"26571,05","56198,64",CHAN_002,11/16/2024,Brand Awareness,64,TA_008
CAMP_0602,1696,"5,53",153,248,100,"16986,77","53021,42",CHAN_002,9/25/2024,Sales,69,TA_004
CAMP_0603,1264,"3,86",114,324,98,"12623,2","29495,1",CHAN_003,5/8/2024,Lead Generation,15,TA_002
CAMP_0604,281,"5,8",25,135,13,"2805,15","5902,39",CHAN_002,5/14/2024,Brand Awareness,17,TA_005
CAMP_0605,10861,"3,56",978,132,90,"108621,82","275387,96",CHAN_002,1/11/2024,Lead Generation,49,TA_008
CAMP_0606,2422,"4,98",218,62,4,"24233,42","45804,33",CHAN_002,5/27/2024,Brand Awareness,82,TA_005
CAMP_0607,727,"3,93",65,324,98,"7246,65","14496,09",CHAN_001,11/28/2024,Lead Generation,39,TA_001
CAMP_0608,2669,"2,52",240,482,120,"26648,97","82794,56",CHAN_001,4/6/2024,Brand Awareness,22,TA_009
CAMP_0609,8383,"2,53",755,188,12,"83842,96","267521,49",CHAN_003,5/11/2024,Brand Awareness,10,TA_006
CAMP_0610,6355,"3,54",572,12,9,"63583,51","126854,1",CHAN_001,12/23/2024,Sales,54,TA_002
CAMP_0611,7027,"5,98",633,433,140,"70284,71","201710,64",CHAN_003,10/28/2024,Lead Generation,62,TA_006
CAMP_0612,7766,"3,66",699,433,140,"77687,2","186428,38",CHAN_002,5/23/2024,Lead Generation,15,TA_010
CAMP_0613,1374,"3,59",123,495,130,"13714,09","27380,01",CHAN_001,2/2/2024,Brand Awareness,11,TA_006
CAMP_0614,9840,"0,9",886,273,59,"98414,18","212417,32",CHAN_002,6/18/2024,Brand Awareness,48,TA_006
CAMP_0615,627,"6,35",57,318,100,"6311,6","11537,89",CHAN_003,8/13/2024,Sales,82,TA_007
CAMP_0616,6291,"4,42",566,135,13,"62882,22","119492,86",CHAN_002,1/2/2024,Brand Awareness,81,TA_008
CAMP_0617,11423,"0,8",1028,495,130,"114232,13","294408,77",CHAN_003,6/10/2024,Sales,68,TA_005
CAMP_0618,5472,"5,42",492,21,8,"54700,52","107715,12",CHAN_002,9/5/2024,Lead Generation,51,TA_003
CAMP_0619,10754,"2,49",968,188,12,"107530,93","268695,29",CHAN_002,9/10/2024,Sales,71,TA_009
CAMP_0620,4434,"2,88",399,158,30,"44337,03","92329,33",CHAN_003,3/1/2024,Brand Awareness,43,TA_007
CAMP_0621,10271,"5,31",924,12,9,"102699,83","276000,8",CHAN_003,11/11/2024,Brand Awareness,53,TA_006
CAMP_0622,8680,"4,6",781,188,12,"86803,95","154825,49",CHAN_001,2/2/2024,Lead Generation,9,TA_002
CAMP_0623,5845,"5,41",526,375,300,"58440,72","143213,81",CHAN_002,5/8/2024,Brand Awareness,59,TA_002
CAMP_0624,5134,"3,27",462,62,4,"51349,92","123468,59",CHAN_002,10/23/2024,Brand Awareness,14,TA_002
CAMP_0625,1351,"0,99",121,324,98,"13480,33","47095,08",CHAN_002,4/8/2024,Sales,34,TA_003
CAMP_0626,8875,"1,68",799,482,120,"88751,98","204766,34",CHAN_003,1/18/2024,Lead Generation,38,TA_008
CAMP_0627,6869,"6,47",619,135,13,"68726,29","199646,13",CHAN_002,3/13/2024,Sales,49,TA_010
CAMP_0628,10814,"2,59",973,375,300,"108154,3","382561,92",CHAN_001,5/15/2024,Lead Generation,53,TA_004
CAMP_0629,6322,"1,8",569,43,21,"63193,9","226894,82",CHAN_001,8/26/2024,Sales,8,TA_007
CAMP_0630,9681,"1,75",871,21,8,"96777,84","226036,28",CHAN_002,10/25/2024,Lead Generation,63,TA_008
CAMP_0631,3315,"5,05",298,324,98,"33116,41","104819,67",CHAN_001,12/14/2024,Sales,39,TA_010
CAMP_0632,2538,"1,64",229,212,77,"25402,23","87350,7",CHAN_003,1/31/2024,Brand Awareness,9,TA_008
CAMP_0633,1942,"5,56",175,158,30,"19402,32",57300,CHAN_002,11/27/2024,Brand Awareness,43,TA_005
CAMP_0634,8483,"4,81",764,318,100,"84855,93","171272,44",CHAN_002,6/13/2024,Sales,23,TA_001
CAMP_0635,460,"5,74",41,132,90,"4597,34","15745,96",CHAN_002,1/17/2024,Brand Awareness,12,TA_002
CAMP_0636,8986,"3,23",809,21,8,"89842,87","155374,62",CHAN_001,6/22/2024,Sales,47,TA_008
CAMP_0637,633,"4,99",57,318,100,"6311,6","19106,16",CHAN_001,7/26/2024,Lead Generation,17,TA_007
CAMP_0638,10849,"2,02",976,62,4,"108465,98","235972,09",CHAN_001,8/31/2024,Lead Generation,67,TA_009
CAMP_0639,9377,"3,17",844,132,90,"93738,92","238608,67",CHAN_001,5/17/2024,Lead Generation,52,TA_002
CAMP_0640,6420,"2,71",578,318,100,"64206,87","203325,91",CHAN_002,3/3/2024,Sales,41,TA_005
CAMP_0641,1646,"2,49",148,43,21,"16441,32","46427,07",CHAN_001,12/26/2024,Lead Generation,64,TA_004
CAMP_0642,3506,"4,12",316,212,77,"35064,43","83187,22",CHAN_002,12/5/2024,Lead Generation,77,TA_008
CAMP_0643,4596,"0,73",414,318,100,"45973,37","79840,04",CHAN_003,5/12/2024,Brand Awareness,62,TA_009
CAMP_0644,10583,"3,04",952,132,90,"105816,67","376109,02",CHAN_001,3/19/2024,Brand Awareness,51,TA_008
CAMP_0645,2524,"3,49",227,188,12,"25246,39","51642,83",CHAN_002,12/4/2024,Lead Generation,84,TA_001
CAMP_0646,5885,"4,15",529,43,21,"58830,33","198735,9",CHAN_002,6/8/2024,Brand Awareness,18,TA_008
CAMP_0647,8907,"1,59",802,158,30,"89063,66","231985,17",CHAN_003,2/11/2024,Lead Generation,80,TA_008
CAMP_0648,1160,"4,87",104,62,30,"11610,22","40562,38",CHAN_003,11/13/2024,Lead Generation,55,TA_002
CAMP_0649,6079,"4,61",547,62,30,"60778,35","151156,17",CHAN_002,4/21/2024,Sales,70,TA_004
CAMP_0650,7900,"5,73",711,495,130,"79011,86","156413,37",CHAN_002,7/25/2024,Sales,12,TA_004
CAMP_0651,4203,"1,85",378,62,30,"41999,4","91442,78",CHAN_003,7/20/2024,Lead Generation,86,TA_008
CAMP_0652,6022,"4,42",542,62,4,"60232,91","177970,03",CHAN_003,1/11/2024,Sales,34,TA_007
CAMP_0653,6269,"5,81",565,375,300,"62726,38","186745,86",CHAN_001,10/8/2024,Sales,18,TA_007
CAMP_0654,9904,"5,4",891,305,120,"99037,55","275546,64",CHAN_001,7/9/2024,Sales,27,TA_005
CAMP_0655,6315,"2,08",568,482,120,"63115,98","131533,54",CHAN_003,6/5/2024,Lead Generation,31,TA_007
CAMP_0656,2768,"2,62",249,12,9,"27661,94","57191,31",CHAN_002,4/9/2024,Sales,61,TA_007
CAMP_0657,7073,"3,5",637,12,9,"70752,24","128522,14",CHAN_003,9/18/2024,Sales,35,TA_010
CAMP_0658,264,"3,87",24,318,100,"2649,31","9108,9",CHAN_002,5/14/2024,Sales,9,TA_006
CAMP_0659,711,"3,73",64,324,98,"7090,81","14339,63",CHAN_003,7/30/2024,Lead Generation,57,TA_008
CAMP_0660,5845,"2,78",526,12,9,"58440,72","154636,3",CHAN_002,7/10/2024,Lead Generation,40,TA_005
CAMP_0661,11073,"5,84",997,132,90,"110725,69","316907,64",CHAN_003,2/11/2024,Lead Generation,52,TA_002
CAMP_0662,10237,"1,94",921,495,130,"102388,15","178570,7",CHAN_001,12/5/2024,Brand Awareness,9,TA_008
CAMP_0663,3053,"3,23",275,62,30,"30545,02","54839,89",CHAN_001,5/2/2024,Brand Awareness,20,TA_008
CAMP_0664,8519,"0,71",767,305,120,"85167,61","216460,56",CHAN_001,3/24/2024,Brand Awareness,8,TA_001
CAMP_0665,11428,"4,84",1029,318,100,"114310,06","245131,79",CHAN_001,11/16/2024,Brand Awareness,43,TA_006
CAMP_0666,11376,"4,32",1024,73,32,"113764,61","216564,28",CHAN_002,1/22/2024,Brand Awareness,79,TA_001
CAMP_0667,1994,"5,18",180,132,90,"19947,77","46276,16",CHAN_002,3/20/2024,Lead Generation,78,TA_002
CAMP_0668,4731,"1,15",426,305,120,"47298,03","150823,43",CHAN_001,4/8/2024,Brand Awareness,63,TA_007
CAMP_0669,7962,"2,69",717,132,90,"79635,23","151369,84",CHAN_002,10/26/2024,Lead Generation,34,TA_010
CAMP_0670,6177,"1,13",556,495,130,"61791,33","206177,21",CHAN_002,5/14/2024,Sales,69,TA_005
CAMP_0671,2940,"5,69",264,188,12,"29376,2","100366,41",CHAN_001,10/27/2024,Sales,19,TA_008
CAMP_0672,2027,"2,53",182,158,30,"20259,45","49346,36",CHAN_002,1/14/2024,Brand Awareness,70,TA_007
CAMP_0673,4574,"1,71",412,248,100,"45739,61","116600,61",CHAN_002,4/28/2024,Sales,26,TA_010
CAMP_0674,2555,"3,17",230,212,77,"25558,08","68416,38",CHAN_001,5/8/2024,Sales,25,TA_005
CAMP_0675,5537,"3,73",499,495,130,"55401,81","187288,84",CHAN_002,2/20/2024,Lead Generation,47,TA_005
CAMP_0676,9914,"4,38",892,73,32,"99115,47","184233,76",CHAN_001,6/9/2024,Brand Awareness,25,TA_001
CAMP_0677,2845,"3,66",256,375,300,"28441,15","68973,74",CHAN_001,6/9/2024,Brand Awareness,26,TA_002
CAMP_0678,2295,"3,01",207,135,13,"22986,68","64044,68",CHAN_002,5/27/2024,Brand Awareness,60,TA_004
CAMP_0679,4372,"4,95",393,375,300,"43713,66","89599,94",CHAN_002,3/30/2024,Brand Awareness,51,TA_008
CAMP_0680,2307,"1,81",208,62,30,"23064,61","67182,79",CHAN_002,6/25/2024,Lead Generation,85,TA_006
CAMP_0681,8964,"2,95",806,433,140,"89609,11","243086,58",CHAN_002,5/16/2024,Brand Awareness,8,TA_008
CAMP_0682,9486,"6,31",853,318,100,"94829,81","280069,87",CHAN_002,8/9/2024,Sales,27,TA_005
CAMP_0683,1103,"6,34",100,495,130,"11064,78","21273,18",CHAN_003,7/6/2024,Brand Awareness,25,TA_008
CAMP_0684,8784,"3,93",790,62,30,"87816,93","216125,82",CHAN_003,4/15/2024,Sales,40,TA_010
CAMP_0685,8318,"1,03",748,248,100,"83141,67","281343,4",CHAN_002,6/7/2024,Lead Generation,59,TA_007
CAMP_0686,4717,"1,45",424,62,30,"47142,18","114152,21",CHAN_002,12/18/2024,Brand Awareness,25,TA_009
CAMP_0687,8798,"5,66",792,43,21,"87972,77","311058,06",CHAN_001,12/3/2024,Sales,33,TA_010
CAMP_0688,4069,"4,09",366,324,98,"40674,74","138765,66",CHAN_001,6/23/2024,Sales,45,TA_009
CAMP_0689,5855,"6,43",527,62,30,"58518,64","132659,74",CHAN_002,9/15/2024,Sales,63,TA_009
CAMP_0690,6749,"3,61",607,12,9,"67479,56","162824,97",CHAN_001,1/6/2024,Sales,53,TA_005
